text_id_kaggle,full_text,gender,grade,race_ethnicity,num_words,num_words2,num_words3,num_sent,num_para,num_word_div_para,MTLD,TTR,Type,Token,task,SES,prompt,Overall,Cohesion,Syntax,Vocabulary,Phraseology,Grammar,Conventions
6C56ECAA2111,"Students should not be expected to commit to a career by the time they get to high school. Its such a difficult and important decision to make, that not even students that are about to graduate high school know the answer to. Students also have a life outside of school that they have to keep up with and manage like their friendships. Going into high school is a very hard transition for all students especially mentally because they have to adapt to lots of new things.

Choosing a career at a young age is not the best decision for students its a very important choice that stick with you for the rest of your life. It would be too early for students to know what they want to study. Their still young and have to develop their mentality. They should have time to try different course that they are interested in during high school and not choose right away. They would feel forced to choose a career that they really don't want to take. Waiting out the four high school years would be the best decision because they would still have time to take different courses and see which course they are really interested in.

Besides school students have a outside life that they have to deal with good or bad. It's a very hard thing to manage between school and friendships. Every family has something they have to overcome and it takes a toll on students. Most of the time students dont know how to overcome those family challenges. Friendships and dating also take a toll on students because everything is so new to them that they dont know how to deal with it. Transitioning into high school is really were all the dating and friendships start going on. They get overwhelmed by things going on outside of school that it gets hard for them to be focused in school.

During the transition of middle and high school students start to develop and mature their brain. They start to re think their actions but still dont make the best decisions. Choosing their career when transitioning into high school would not be the best idea. It's too much stress for a young developing brain students tend to mature the most during their high school years. Not only do they mature and develop, but they also have to adapt to a whole new environment. Adapting to a whole new environment that you've never been in is a very hard thing to do. It would be too much for a young student to have to choose a career.

Identifying a career by the time you get to high school is not the best idea for students. It already takes time for students that are about to graduate high school to choose what they want to take as a career. Their is things that go on in the outside besides school that students need to overcome. Their brains arent fully developed while transitioning into high school. Choosing a career while transitioning into high school is a very risky thing to do that should be wated out till your last year of high school.",Female,11,Hispanic/Latino,492,534,530,29,5,106.0,49.53712121,31.46067416,168,534,Independent,Not economically disadvantaged,Career commitment,4.5,4.5,4.0,4.5,4.5,5.0,4.0
A81066A2C947,"Students are expected to identify their career by the time they enter high school. Expecting students to choose a career at an early age, not only stresses them out, but could impact other aspects of their negatively. It is a good idea for the students to commit to a career at a young age because, it'll keep them on track and not waste time on the stuff that is not important, they should be given some time to experiment and explore potential job options, and students need to have at least an idea on what they wanted to do in the future, before its too late.

First, having the students choose their career at a young age can help them be on track and not waste time on the stuff that is not important. Some students cannot try to decide their career at an early age, because it says that it's not the right time to have a career. But they have to develop their brain by learning something new and figure out some stuff that interests them. However, there are some students that don't want to be in school. They may be in school, but they are not performing well the same as how other students act in school.

In addition, students should be given some time to experiment and explore potential job options. Students should have the ability to be confident in the choice that they will be making, because it will be seriously matter in the future. Most students got forced or were under pressure by their parents, by listening on what they want for them to do, or just by having picked some random job that they don't even like.

Lastly, students need to at least have an idea on what they wanted to do in the future, before its too late. The reason why students need to go school is for them to learn new things that can make them have a clue on what they wanted to be. Choosing the wrong career could make them have regrets, which can ruin their future job. Not only it's going to make their life miserable, but it could be a huge waste of money that will threw into their education in college.

In conclusion, it is a good idea for the students to commit a career at a young age, because they will have more time to prepare for their chosen career and will help them know what courses they will take throughout in high school years. And lastly, for the students who chose their career at a young age has more advantages and will be choosing the right path for their future.",Female,11,Asian/Pacific Islander,437,452,446,17,5,89.2,58.9749958,34.73451327,157,452,Independent,Not economically disadvantaged,Career commitment,4.5,4.0,5.0,4.5,4.5,5.0,4.5
9C76CF46D791,"Students are expected to identify a career by the time they enter high school. When students enter high school, they begin to work at a specific job to earn some money in order to be prepared for their future career.

It is not a good idea for students to commit to a specific career at a young age because it will cause distractions from school work, students are still getting education, and specific jobs will distract students from activities they enjoy.

Students should not commit to a career at a young age because it will cause distractions from school work. In high school, teachers and other faculties take education seriously and gets harder for students every year as they develop. Students get a lot of homework and tests they have to study for and need to focus on education in order to graduate from high school and get to a good collage. Spending time on a specific job before their actual career can distract students and decrease their grades. For example, a high school student goes to work at a salon after school but they have so much homework and a test to be prepared for, but they have don't have enough time to study and accomplish their homeworks since their specific job is in the way. So they begin to get a low grade and fail tests, which can also give them a low self-esteem.

Students should not commit to a career at a young age because are still getting education. High school students are still young and are still developing, they need to spend their high school years to study and get a good education in order to develop. In their high school years, students begin to get an idea of what they wish to be for their future career, so they are still learning about it and that's how they get a better amount of money, be well-educated, and live a good and healthy life. For example, high school student is not well-educated and is still developing, so they need to keep studying and learning in school to graduate and get to a good collage to study about their future career that interests them and the dream job they are wishing to work for. A specific career will take them away from their dream job.

Students should not commit to a career at a young age because specific jobs will distract students from activities they enjoy. It is important for students to do activites they enjoy to be healthy and have something positive and enjoyable to do. When they get a specific job during their high school years, it will take them away from these enjoyable and positive activities they and will have no time to do it when they have a specific career and school, which can also cause stress for students and will never find anything positive that they enjoy to do. For example, a student plays football and really enjoys it and it gives them positive energy. But they have to go to school and need time to do their schoolwork and study to pass. When they get a specific job, they don't have time to do their favorite activity and also not have enough amount of time to study and do schoolwork, which can cause stress to students.

In conclusion, students should focus on studying and education in high school and not get a specific career that will distract themselves from school or any activities they enjoy to just to get money. They have to keep developing and study hard to get to a good collage and be prepared for their dream job to get a good amount of money and live a better life.",Female,11,White,606,628,622,22,6,103.6666667,45.01575313,25.47770701,160,628,Independent,Not economically disadvantaged,Career commitment,4.0,4.5,3.5,3.5,4.0,5.0,4.0
6E451C099E41,"Do many people already know what they want to be when they grow up at such a young age? Does everyone know what they want to be when they grow up by the time they enter high school? Some people think that students at a young age should know what they want to be when they grow up. Kids should not have that stress or pressure on them when entering high school. Kids should have the opportunity to play sports or do extracurricular activities, or any clubs they would like to be in, instead of worrying about what classes they should take because of their career goals.

In some societies, people think and say that students at a young age should already know what kind of career they want to have by the time they enter high school. However, more people believe students should not know what career they want to have until once they are in high school. Kids are too young, and have too young of a mindset to be thinking about what they want to be when they grow up. Kids are too immature and are not prepared to make those types of decisions on their own. They should not have to worry about what they want to be at such a young age.

Sometimes, kids can decide on one thing but then halfway on their journey or goal they decide to change it and make another goal, that is different. Some are indecisive and can change their choices. Students should be able to pick however many classes they would want to have, not knowing what they want to be when they grow up. They should have the freedom of picking what they want to do in high school. Therefore,also not having to pick specific classes for their career goals. when choosing a career goal it should be while that person has time to think about it and when they have not a lot of things to worry or stress about.

Some kids have already decided on what they want to be when they grow up, but it is best if they do not decide yet because, it limits their choices to what they can decide later in the future. Having many options to choose from, is better when they are in high school because students can explore what they want to decide to pursue after. Choosing more than one is better and narrowing down the options as to what they have an overall general idea in what area they want to pursue after. Pursuing a career goal is tough but always good to have the time to decide what fits best for people.

In conclusion, some people believe that students at a young age should not know what they want to be when they grow up starting high school. It limits their choices. limits the wide variety of options for careers. Makes students stress out about having to choose a career at a young age. Too much pressure in such little time. Students are indecisive when it comes to making tough decisions. Kids minds are not yet developed at a young age yet. So in conclusion kids should not have decided what they want to be when they enter high school.                                            ",Female,11,Hispanic/Latino,536,546,545,28,5,109.0,54.04431438,28.57142857,156,546,Independent,Not economically disadvantaged,Career commitment,4.0,4.5,4.0,5.0,4.5,4.5,4.0
1D944BF5BE87,"Yes I think it is a good idea for students to plan their career early because students can be prepared for the real world, it can help with jobs, and it could help them in college. When students graduate they will face challenges . They have to find a job to support their needs. Students will also need to find what they want to do in life to make them be successful. A planned career really gives a head start to those who want to achieve more and be prepared.

The real world is tough if you dont have a plan because it can be too late to accomplish goals. Planning at a young age gives students advantages for their work. This also helps with a students resume if they want to attend college.

Jobs want students who are successful and take work seriously. When a student graduates they want to make it in life and not struggle.

Another reason students should plan early is for jobs. A job gets people money and they can use this for more school or for other needs. A planned job at a young age is a very good head start for many reasons. Students can save up for college or by a vehicle. An early job gives them a lot of experience and helps benefit when they look for more places to work outside of school.

More reasons students should plan their careers early is for college. College helps keep them in school giving more education. More education and knowledge also helps students get better jobs. Getting better jobs helps students make more money for their future. The money helps support their needs for example like owning a house.

Some people today dont want to go to college which does not mean they wont be successful. Sometimes students prefer to find better jobs to make a living without anymore education. When students dont plan ahead that also does not mean they are always too late for anything. Students would sometimes need more time to figure want they want to do in life. As long someone works hard they can accomplish all their goals and commit to a career at a young age.",Male,11,Hispanic/Latino,339,368,369,25,6,61.5,61.4589566,39.94565217,147,368,Independent,Economically disadvantaged,Career commitment,4.0,4.5,4.5,4.0,4.0,4.5,4.0
85C54BD4D416,"Thomas Jefferson, writer of the Declaration of Independence and founding father of the United States, once said, ""Determine never to be idle...it is wonderful how much may be done if we are always doing."" In Jefferson's eyes, a world spent in constant work and motion represents a more productive and accomplished world. However, there is merit in a world that does not work without break and resolves to be idle at times. A world that is always working may also be a world that is burning out, diminishing the value of building connections and reflecting. A world that is idle when it recognizes its need to be has more value than a world that is always working, as it allows time for cognitive development and reflection, mental health, and inspiration.

In the body, the brain represents an entity that is constantly developing, creating new ideas, and planning for the future. If a human was always working, there would be no time to create new ideas or plan. The potential of the human brain would reduce, as the human brain would never have the time to step back and reflect on its past experiences and how it wants to reflect lessons learned from those experiences in the future. For example, if Thomas Jefferson had not taken time off to create new ideas and plan for his country before writing the Declaration of Independence, the United States would be very different from the way it is today. Every idea would be thought of on the spot, and the potential ramifications and consequences of each idea would not be carefully taken into consideration. In addition, the human brain requires breaks to keep working, just as the human body needs sleep to continue on the next day in a healthy state. Time spent idle does not equal time spent wasted; time spent idle is time spent reflecting, planning, and developing. Time spent being idle carries the potential to be a valuable learning experience to the human life, as well. In colleges, the requirements for acceptance do not only include academic excellence - they also include extracurriculars and attention to when the brain needs a break. If students did not take time off to develop, their potential for achievement in life would reduce. Therefore, a world spent constantly working does not always represent a world of accomplishment.

Some argue that if one is not always working, then one cannot accomplish as much as one can, as a minute spent idle could lead to a day spent idle, and so on. Contrastingly, if one is always working, then one has a much greater risk of crashing. Mental health is an essential reason as to why the world today does not and cannot constantly work as Jefferson wants it to. Many studies show that top students in classes, those who never stop working towards their goals, can have a greater risk of developing depression, anxiety, or addiction to drugs. This is because their brains cannot comprehend the constant work, and moves to other unhealthy tactics of releasing emotions. Several stories in the world detail the downfall of the most intelligent people, simply because the never took a break for themselves. Furthermore, if one's life is spent constantly working, one's brain is exposed to extreme competition and high standards. These two concepts are unhealthy for the human brain, as one may believe that they actually are not working hard enough and need to work themselves even harder, when reality shows that they already work themselves unhealthily. This concept ties in with the concept of unhealthy comparison, which further proves why mental health is one of the largest reasons as to why the world cannot constantly work. Those who always work also always compare themselves to others who are working, and often times do not take into account that what they are doing is very unhealthy. All of these concepts combined greatly heighten the chance in the deterioration of mental health. A world spent working constantly is a world exposed to bad mental health.

Finally, if the world is spent constantly working, then there is no time for inspiration of any sort. If one's brain is constantly in a working state, it will never spend time appreciating the beauty of the world around it and taking in inspiration for future plans. A prime example of this concept is the work of artists. If an artist such as Vincent Van Gogh or Claude Monet was constantly working, said artist would never spend time collecting inspiration, and the work of said artist would be mediocre instead of beautiful and inspiring. Inspiration flows from person to person, and if everyone was working constantly, no one would serve as a source of inspiration for others around them. Also, brainstorming represents one of the most important parts of formulating any plan for any person in any situation, and constant work does not allow time for that brainstorming and inspiration to occur. In schools, teachers emphasize the necessity of brainstorming before writing, and this concept is emphasized so much because inspiration is what leads to the development of mankind. Role models also result from the need for the world to take a break, as it allows for humans to gather inspiration from others and plan how they want to lead their lives. Thus, if the world was constantly working, there would be no inspiration. Without inspiration, the world would not be where it is today.

Cognitive development and reflection, mental health, and inspiration represent three of the most essential reasons as to why the philosophy of Thomas Jefferson cannot apply to how the world works today. Constant work leads to stunted development, deteriorated mental health, and no sources for inspiration. Without time spent being idle, the inventions, buildings, ideas, movies, and other parts of the world today would have never come to fruition. A person always working does not represent a person living life to the fullest. The United States and our world today would not be the same without time spent idle,",Female,10,Asian/Pacific Islander,997,1017,1008,43,5,201.6,59.18376236,32.84169125,334,1017,Independent,Not economically disadvantaged,Being busy,5.0,4.5,5.0,5.0,4.5,5.0,5.0
6574B5B58A11,"Always being active, determined to become successful can lead to lots of accomplishments; however, some people think it is necessary to procrastinate. Thomas Jefferson quoted

""Determine never to be idle...It is wonderful how much may be done if we are always doing something.""

Having the mind set of being able to accomplish assignments, and being active in anything can lead to being successful in life, having the ability to not procrastinate, and people start to see that a person is responsible or trustworthy. These are reasons why it is important to be motivated, and to be able to accomplish assignments.

Having the mind set of being able to accomplish assignments, and being active in anything can lead to being successful in life. Having the motivation of being able to accomplish assignments on time and the accuracy is important; therefore, it shows that a person is organize. Organization is important because it shows that a person can arrange equipment or utensils neatly, for it helps in the future. Accomplishing assignments can lead to success in life and becoming financially stable because of finishing assignment on time and by completing them. The sensation of having motivation to complete assignments and being successful in life is amazing.

Having the mind set of being able to accomplish assignments, and being active in anything can lead to having the ability to not procrastinate. It is important to keep track on which assignments has to be completed because having a incomplete assignments passed due can cause trouble. It makes it harder for a person to finish an assignment at the last minute because of the rush. Procrastinating is not the key of finishing any assignments on time and by having the assignments accurate. Being able to complete assignments on time is precisely important because it can help in the future with any assignments that crosses.

Having the mind set of being able to accomplish assignments, and being active in anything can lead to people seeing a person as responsible or trustworthy. People can see a person as responsible because they complete assignments on time or before hand. People do not have to tell a person repeatedly to have an assignment completed by a certain date. Other people can see a person as trustworthy because they stick to what they asked to do. They finish the assignment before hand or on time, which makes people trust them more. Accomplishing assignments can help reach goals, and it can help in the future.

It is important to have a person active and and determined to complete assignments without procrastinating. Even though people might think it is not important, but it really is because it helps a person with massive assignments. It gives them knowledge on why it is very important to keep on track and to finish work on time. Being successful in life, having the ability to not procrastinate, and people seeing a person as responsible or trustworthy are all reasons why it is important to accomplish assignments and being active in anything that wants to be completed.",Female,11,Hispanic/Latino,468,511,510,24,7,72.85714286,44.56255069,29.35420744,150,511,Independent,Not economically disadvantaged,Being busy,4.5,4.0,4.0,4.5,4.0,4.5,4.5
CEAD27DE3263,"We tend to accomplish more if we always do something. In my opinion, I think that if people want to accomplish more, then they would do more to make their lives better. For example, a teen who gets eight hours of sleep before school wont be tired then a teen who slept for three hours. The teen who slept more will accomplish a successful school year because he slept earlier. Responsibility is a big role of being able to accomplish something; unfortunately, not everyone's responsible.

There are many ways someone can accomplish something, but they all start out with them taking action. as an example I'm going to use Steve Jobs and Bill Gates. Both of these men started out with nothing. no one knew who these two men were 13 years ago. But that all changed when both of them announce their new technology. If it weren't for them, no one would have these useful items: IPhone, Android, Xbox, Window computers, etc. However, the reason they accomplished all that, was because they both studied and worked hard.

Inactivity can also serve a purpose in a person in my opinion. I think that people who do not want to accomplish something is because they do not want to push themselves into doing so. Another reason I think that they're not pushing themselves is because they don't have anyone to support them or help them out. Those are two main reason why I think people are inactive.

In conclusion, we do accomplish more if we are always doing something. you cannot simply do nothing and wait for it to be accomplished by itself. everything thing you do now will lead to a bigger accomplismnet. If you want to be sucessful, you always have to do something, Even though it's little things like helping your parents cook, or washing the dishes. ",Male,11,Hispanic/Latino,270,316,309,20,4,77.25,70.98411602,52.53164557,166,316,Independent,Economically disadvantaged,Being busy,4.0,4.0,4.0,3.0,4.0,4.5,4.0
17085E68BA88,"Personally, I have been able to find myself to be able and do more when I'm up and active, as in doing something good for me, someone else, or in general. It's like you're able to do more once you're up and you are able to tell yourself that you can do better and you can do more than what you're supposed too. As Jefferson said ""it is wonderful how much may be done if we are always doing."" Sometimes you can be so into the work and time can fly and you can get so much done with no distractions.

When I am doing something positive for myself and I want to do more, I find me telling myself a lot ""what good will this do to me?"" or ""where will it get me?"" I'm sure that I'm not the only one asking myself questions like these when I want do something good for myself or my life. When we are doing something for us, we can ask ourselves questions like the ones I stated. Once we do more than what we want to do and keep a positive mindset about it, that can be able to stick with us and become a good habit we can carry on in our lives. Which is amazing. We'll be able to strive for the best for ourselves and others when we carry on a good habit like that and show others how much we care about not just ourselves but others as well. We can always be able to carry a positive mindset with us and we can pass that on to others and it'll be able to motivate people to do more than what we can do once we are up and doing something.

I really tend to look at the bright side a lot and look at what is at the end or the outcome, when I'm trying to strive for the best by doing the absolute best that I can. We may have our moments where we can get tired of doing the most, but then we are able to tell ourselves how much the hard work is worth at the end when we do the most of what we're supposed too. Once we do the best that we can, we can reflect on it later on in life and be so proud of ourselves and tell ourselves how tired we were for doing the most but how much worth it all was at the end. I have my moments where I can be so tired of trying my best and just want to give up. But then I take a step back, look at my work, and once I'm done and I tell myself how proud I am because it got me far. We also are able to have no regrets at the end of the day and reflect on it and see how dedicated we were and still are to this day. We can tell others our story and say how proud you are for yourself and see how dedicated you were and still are for doing what you can and doing better. Not in any bragging type of way but to motivate them in a way. You're able to pick up the habit of being so dedicated to bettering yourself or others by doing more once you're doing. It's like self motivation, telling yourself ""you can do more.""

Once we pick up this good habit of accomplishing more than what we are supposed too, we motivate not just ourselves, but others as well to do more and more. Like I said, we can look at the bright side of it always, and feel nothing but good and proud of ourselves at the end. When we build this good habit and do the most, we are able to do the more than what we could before and little by little building that up. At the end of accomplishing what you could, you are able to tell others what the hard work and dedication gives you at the end of it all. As well as how far it get's you in life. It can sometimes motivate others to strive for the best and it can help them, sometimes they need to hear you out for it to motivate them. What I like about it is that, when we are able to pick up this good habit of ours, we can tell others about it and it can motivate them to do the same. It's like we talk them into to striving for the best for themselves and others in life. It's like we are passing this good habit we've built down and then it just keeps going and going. Sometimes hearing others out really helps others a lot.

When you are able to just take a moment and take one step back, it really is possible for you to accomplish more than what you can when you're doing. You motivate not just yourself but others when you really are dedicated to doing your best and it can become a good habit. You're able to pass that down and it can give you a positive mindset to it all. The outcome can turn out to be good and make you feel good about yourself at the end. It can get you so far in life as well and you're able to look back at the most that you have accomplished and have no regrets about any of it. It is truly motivational and can truly help if you are really dedicated to it all.",Female,11,Hispanic/Latino,892,958,936,38,5,187.2,42.04978814,20.66805846,198,958,Independent,Economically disadvantaged,Being busy,4.0,3.5,4.0,4.0,4.0,4.5,4.0
4FCC4BEB161A,"My grandma said,""People that have accomplishments in life should be active."" A accomplishment is something that has been done with achievement. If accomplishment exists, people will benefit. People that are doing something accomplish more because people can work hard, people can reach their goals, and individuals can help others.

Many argue, being inactive serves a purpose because people can be idle. However, many individuals that are active get work done quicker. Clearly, people that are active accomplish more.

Initially, Individuals that work hard are necessary because hard workers will put effort into their work. For example, Generic_Name is an employee at Sephora that wants to be a manager. She goes to work everyday and has never missed a day, but one day she got a promotion as a manager. To specify, Generic_Name is a ordinary boy who wants to become a artist. Generic_Name posted a video online of him singing a cover of Micheal Jackson and the video got to a million views, until someone contacted him and asked if Generic_Name wanted to be an artist. Clearly, people that work hard and put effort achieve greater.

Additionally people that reach their goals are essential because individuals work hard. For instance, Generic_Name has been going to the gym and has been eating healthy for a year because she is trying to lose weight, but one day Generic_Name has reached her goal by losing weight. To specify, Generic_Name always had bad grades because he never did his work and never studied, but last night he decided to get good grades by doing his work and studying in all of his classes and when he stayed after school everyday Generic_Name has reached his goal. One should observe, individuals that want to achieve their goals must work hard.

Most Importantly, individuals that help others are vital because helping others can accomplish more. To detail, Generic_Name was buying pizza and Chinese food as he was walking to his house. Generic_Name saw a homeless family that has not eaten in days, until Generic_Name gave his food to the family. To add, Generic_Name was walking toward her class, until she saw a group of kids bullying a little girl. Once the group of kids were gone, Generic_Name helped the little girl. Clearly, helping others can achieve more.

In conclusion, Individuals that are active achieve more because people can work hard, people can reach their goals, and individuals can assist others. These proves that people being active can accomplish more. People must work hard, reach their goals and help others to succeed. There is only one choice: accomplish something people must be active.",Female,10,Hispanic/Latino,415,436,435,27,6,72.5,47.13107712,41.28440367,180,436,Independent,Economically disadvantaged,Being busy,4.0,3.5,4.0,4.0,3.0,4.5,4.0
DA5CA667B729,"My dad once said"" that one day I'll save a life just by calling 911"". The reason he said that is that the technology today is better than the one he grew up with. Technology today can do more things than the technology a few years ago. Technology today does have a positive effect on people because it can help people communicate with people around the world, and people can call 911 for an emergency.

It helps people communicate with people around the world. For example my Uncle can't leave the country to go visit his mom but if he does he can't return to the states. So the technology now allows him to Skype or Facetime his mom when he wants. In fact 70%

of the people around the world can communicate. All the people can now connect with anyone with just a simple button.

People can call 911 for an emergency. For example my dad had witness a car crash when he was driving to work. When he saw the car flipped over he quickly got his phone and called 911. The cops came in like 3 minutes. When the cops arrived they quickly got the guy out of his car where he was flipped. So thankfully my dad was there to call 911 for him and saved his life. In fact 55% of people that call 911 save a life. So if you ever witness an accident call 911 because you might save a life.

Technology does have a positive effect on people. It can help people talk to people all over the world. People can also call 911 for emergency. Other people believe that technology is the root of evil, however technology helps everybody no matter what. So technology is the best thing humans ever created because it can help anybody do anything.",Male,10,Hispanic/Latino,286,310,307,22,5,61.4,52.65462963,42.90322581,133,310,Independent,Economically disadvantaged,Impact of technology,4.5,4.0,4.0,4.0,4.5,5.0,4.5
E70DD00622DB,"From my personal experience back in middle school, I had to use technology for many different reasons. One of the reasons were for research purposes. I was able to use technology as a tool to provide information on my assignments and projects. So far technology has made a positive effect in my life not only in school but in real life. Technology has helped me accomplish and complete many difficult task in life. I believe that technology has made a positive effect on people's lives; consequently, it makes peoples lives a lot easier and convenient.

One reason that technology has a positive effect on people is that they are able to study without having to go out on a library and pay for books or a tutor to teach them. For example, people who are disabled or unable to travel out of their houses are able to go online and research for books and look for a site to teach them what they need to learn. The availability to go online and research for information also helps students who are too busy to go outside and ask others for help. Many schools started providing laptops and iPad's to students who are unable to connect online. Schools are using these electronics because they provide an easier way to help student learn and complete work.

Technology can also help people do many other things online other than researching for information.

Furthermore, technology may also be used as a way to shop whatever and whenever. For example, eBay and amazon is an online shopping website for many things such as: furniture, clothes, food, and many other reliable things. This has made it a lot easier for people to purchase items that they want at any time. Online shopping helps a lot of people who are looking for items that cannot be found in local stores. For example, many custom equipment's and items can only be found online and in places that may not even be located in your place. Not only does technology may be use as an online tool, it may also used as a way to communicate to others in the world.

Lastly, communication has been a major part of the world; in addition, technology has been one of their ways to communicate. For example, our military has improved a lot throughout the years due to the inventions of many technologies. Technologies such as: cellular devices, radar, satellite and many other communicating tools has helped us win wars and accomplish many things around the world. Another reason why technology has had a positive effect on people is that they use it for emergency purposes. For example, if an adult needs to call out of work for the day because of family problems, he may use his cellular device to call and inform his supervisor about it.

Many people say that technology is a way to showcase yourself as a lazy person and I disagree with that. I believe that technology allowed many people to accomplish and complete many task. Technology is not only important to the civilians who are either students or adults who are working in the industry, but it is also important for the military who are using these tools to provide protection to our country and keep our people safe. In conclusion, technology has had a positive effect on people's lives and that is due to many reasons such as online researching, online shopping, and wide spread communication.                 ",Male,11,Hispanic/Latino,571,585,580,27,6,96.66666667,51.36363636,37.77777778,221,585,Independent,Not economically disadvantaged,Impact of technology,5.0,4.5,4.5,5.0,4.5,5.0,5.0
93552F3ACA5D,"The limitation of human contact has been a negative effect in peoples lives; people are so caught up in today's technology that no one really talks in person anymore. People do anything on phones, but it has negative things to using them a lot: dating people through text, and less communication in real life and more over text. While most people believe that technology has positive effects in reality, it is mostly a negative effect.

Technology is not a good thing in certain situations. It is better to get to know people in person rather than social media or anything. No one knows who someone is until they meet them in person because some people lie to make someone like them. Technology can hurt people in different ways: physical, emotional, or any other way. People tend to do things to hurt the other person online rather than to their faces.

Some people decide to date someone through social media when it isn't a good idea to do. People can fake identities to make people think they're another person. people decide to not say who they really are, so they could either kidnap them or make the person they're tricking to send them money if they live in another country. It's rare that people find someone who doesn't lie about who they are. Some people probably decide to date through social media because they think that they won't find anyone who will really like them.

Most people who have technology now use them to communicate with other people instead of in person. Most people decide to communicate through online or text so that they don't see the person's face. People feel more brave to tell a person something mean or hurtful through text or anything. People just decide to not talk, but instead to text.

Most people feel like technology has a good effects when it mostly doesn't. Technology is mostly a bad thing because people decide to date each other through text rather than in person and people communicate mostly through text. People need to go out into the world and talk to new people. Everyone needs to see the difference in the real world rather than through text.",Female,11,Hispanic/Latino,340,379,369,21,5,73.8,61.86688732,39.84168865,151,379,Independent,Not economically disadvantaged,Impact of technology,4.5,4.5,4.5,4.0,4.5,4.5,4.0
D9018539576D,"Technology has had the biggest impact on human interaction. Most people might say it's made a positive impact on people's lives while others may disagree and say it's had a negative impact on people's lives. There may be some pros and there may be some cons to this situation. Can the impact of technology be a good or bad outcome?

Let's start off with the pros or the positive effects technology has had on people's lives, now technology has made people's lives easier. Some may say because it's easier to access what they need easier online instead of heading to the market. Some may also say it's easier and faster to call your friends or parents, any family member really, instead of driving all the way to them, which is true. Watching movies on your phone instead of going all the way to the movie theater and pay for your ticket and it only being a one time thing. There are countless positives outcomes of how technology has increased over the years. The technology nowadays makes everything faster and easier on people's lives. Unfortunately, all these great, glamorous, fast, and easy ways have some downfall to them.

Now, technology definitely has it's flaws and negative impacts on people's lives. Most can say there's not as much human interactions since technology has been brought upon people. Communication is key when interacting with one another. Today most people are also glued to their cellular device, not physically but you get the point. Especially teenagers, they have a bad habit of not being able to put down their cellphone. Whether that being during school hours, at home when you're supposed to be doing work, and maybe even at work. The generation we have today is usually all about social media, and just being on their cellphone in general 24/7. Point blank there's just no physical, verbal communication anymore between one another. It may be causing a lot of students to slack in school, and it may not only go for students and teenagers, they're not the only victims. Some particular parents may be also glued to their cellphone just as teenagers. It's not their fault nor do the teenagers have any fault in this. All this is because of the evolution of technology. It's not pleasant to live in a world with not so much communication and everyone being constantly glued to their cellphone nor is it pleasant to do awful in school because you can't put your cellular device down. Now, these are just some reasons and examples why technology has a negative impact on people's lives. Can you imagine how many more scenarios like this happen daily?

Though technology has evolved drastically through out the years and is still evolving now as we speak, there's always going going to be positive and negative impacts. Technology does help and allow people to complete tasks without having contact with others. There's the problem right there, there's no communication. Even though there are some positive effects of technology that doesn't change the fact that there are more negative effects than positive. Technology effects each person a different way, whether that being in a positive way or whether that being in a negative way. It's all a mix, and by mix I refer to positive effects and negative effects all over the place. Some people may disagree or may agree whether it's a bad mixture or a good mixture. Cell phones and all technology can make it easier or harder for certain people.

Whether if it truly is a positive or negative impact it will not change what people think or at what position they're in. Some people just like taking the easy way out and not cope with what they are losing and missing out on, communication. Human communication and interactions are not it anymore. Everyone's opinion and saying on this dilemma is different, people's mindsets are different even their actions are different from everyone else's,but this is my opinion. In conclusion, that is why I strongly, and genuinely believe technology has a negative effect on people's lives.            ",Female,11,Hispanic/Latino,676,717,684,39,5,136.8,61.12062257,35.9832636,258,717,Independent,Economically disadvantaged,Impact of technology,4.5,4.5,4.5,4.5,4.5,4.5,5.0
6CE97E45BF79,"The past decades technology has been advancing and helping humans to achieve goals that looked hard to accomplish. Although some people say that technology have a negative effect on peoples lives because technology is making people to not socialize, actually technology helps the people to communicate with others that are far away and technology makes people's lives easier.

The people who said that technology has a negative effect on people's lives have their reasons. One of the most important reason and approved from experts is that technology is making people to not socialize. According to scientist now in days people rather to play on their electronic devices instead of going out. According to an article people expend at least 10 hours playing videos and using social media.

However, technology helps the people to communicate with others that live far away. A lot of people have now the opportunity to communicate with their family thanks to technology. Technology allows people to video call others and to have connection with others and socialize with people around the world via internet. A good example can be soldiers. Sometimes soldiers are out of the country and the only way they can communicate with their families is by video calls.

Also, technology makes people's lives easier because you can shop via internet, complete your work, and plan projects. Technology gives people an advantage to have an life without stress. In other works technology helps people to have better life. Thanks to technology we have the access to success in our lives.

In conclusion, Technology helps us all to have a better life and to have better communication with people we dont often see. dont you agree that technology makes our lives easier?

As you can see this essay is supported with reasons. thank you for taking the time to read this essay In hope that you think different about technology.",Male,12,Hispanic/Latino,293,318,315,19,6,52.5,47.44916576,46.5408805,148,318,Independent,Economically disadvantaged,Impact of technology,4.0,4.0,3.5,4.0,3.5,4.5,4.5
